ID,Name,SpriteURL,BallType,TYPE,HP,ATK,DEF,SPATK,SPDEF,SPD
614,beartic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/614.png,ultraball,ice,95,130,80,70,80,50
615,cryogonal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/615.png,pokeball,ice,80,50,50,95,135,105
616,shelmet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/616.png,pokeball,bug,50,40,85,40,65,25
617,accelgor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/617.png,ultraball,bug,80,70,40,100,60,145
618,stunfisk,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/618.png,pokeball,ground/electric,109,66,84,81,99,32
619,mienfoo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/619.png,pokeball,fighting,45,85,50,55,50,65
620,mienshao,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/620.png,ultraball,fighting,65,125,60,95,60,105
621,druddigon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/621.png,pokeball,dragon,77,120,90,60,90,48
622,golett,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/622.png,pokeball,ground/ghost,59,74,50,35,50,35
623,golurk,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/623.png,ultraball,ground/ghost,89,124,80,55,80,55
624,pawniard,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/624.png,pokeball,dark/steel,45,85,70,40,40,60
625,bisharp,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/625.png,GreatBall,dark/steel,65,125,100,60,70,70
626,bouffalant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/626.png,pokeball,normal,95,110,95,40,95,55
627,rufflet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/627.png,pokeball,normal/flying,70,83,50,37,50,60
628,braviary,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/628.png,ultraball,normal/flying,100,123,75,57,75,80
629,vullaby,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/629.png,pokeball,dark/flying,70,55,75,45,65,60
630,mandibuzz,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/630.png,ultraball,dark/flying,110,65,105,55,95,80
631,heatmor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/631.png,pokeball,fire,85,97,66,105,66,65
632,durant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/632.png,pokeball,bug/steel,58,109,112,48,48,109
633,deino,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/633.png,pokeball,dark/dragon,52,65,50,45,50,38
634,zweilous,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/634.png,GreatBall,dark/dragon,72,85,70,65,70,58
635,hydreigon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/635.png,ultraball,dark/dragon,92,105,90,125,90,98
636,larvesta,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/636.png,pokeball,bug/fire,55,85,55,50,55,60
637,volcarona,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/637.png,ultraball,bug/fire,85,60,65,135,105,100
638,cobalion,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/638.png,masterball,steel/fighting,91,90,129,90,72,108
639,terrakion,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/639.png,masterball,rock/fighting,91,129,90,72,90,108
640,virizion,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/640.png,masterball,grass/fighting,91,90,72,90,129,108
641,tornadus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/641.png,masterball,flying,79,115,70,125,80,111
642,thundurus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/642.png,masterball,electric/flying,79,115,70,125,80,111
643,reshiram,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/643.png,masterball,dragon/fire,100,120,100,150,120,90
644,zekrom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/644.png,masterball,dragon/electric,100,150,120,120,100,90
645,landorus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/645.png,masterball,ground/flying,89,125,90,115,80,101
646,kyurem,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/646.png,masterball,dragon/ice,125,130,90,130,90,95
647,keldeo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/647.png,masterball,water/fighting,91,72,90,129,90,108
648,meloetta,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/648.png,masterball,normal/psychic,100,77,77,128,128,90
649,genesect,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/649.png,masterball,bug/steel,71,120,95,120,95,99
650,chespin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/650.png,pokeball,grass,56,61,65,48,45,38
651,quilladin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/651.png,GreatBall,grass,61,78,95,56,58,57
652,chesnaught,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/652.png,ultraball,grass/fighting,88,107,122,74,75,64
653,fennekin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/653.png,pokeball,fire,40,45,40,62,60,60
654,braixen,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/654.png,GreatBall,fire,59,59,58,90,70,73
655,delphox,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/655.png,ultraball,fire/psychic,75,69,72,114,100,104
656,froakie,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/656.png,pokeball,water,41,56,40,62,44,71
657,frogadier,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/657.png,GreatBall,water,54,63,52,83,56,97
658,greninja,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/658.png,ultraball,water/dark,72,95,67,103,71,122
659,bunnelby,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/659.png,pokeball,normal,38,36,38,32,36,57
660,diggersby,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/660.png,ultraball,normal/ground,85,56,77,50,77,78
661,fletchling,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/661.png,pokeball,normal/flying,45,50,43,40,38,62
662,fletchinder,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/662.png,GreatBall,fire/flying,62,73,55,56,52,84
663,talonflame,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/663.png,ultraball,fire/flying,78,81,71,74,69,126
664,scatterbug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/664.png,pokeball,bug,38,35,40,27,25,35
665,spewpa,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/665.png,GreatBall,bug,45,22,60,27,30,29
666,vivillon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/666.png,ultraball,bug/flying,80,52,50,90,50,89
667,litleo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/667.png,pokeball,fire/normal,62,50,58,73,54,72
668,pyroar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/668.png,ultraball,fire/normal,86,68,72,109,66,106
669,flabebe,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/669.png,pokeball,fairy,44,38,39,61,79,42
670,floette,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/670.png,GreatBall,fairy,54,45,47,75,98,52
671,florges,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/671.png,ultraball,fairy,78,65,68,112,154,75
672,skiddo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/672.png,pokeball,grass,66,65,48,62,57,52
673,gogoat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/673.png,ultraball,grass,123,100,62,97,81,68
674,pancham,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/674.png,pokeball,fighting,67,82,62,46,48,43
675,pangoro,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/675.png,ultraball,fighting/dark,95,124,78,69,71,58
676,furfrou,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/676.png,pokeball,normal,75,80,60,65,90,102
677,espurr,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/677.png,pokeball,psychic,62,48,54,63,60,68
678,meowstic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/678.png,ultraball,psychic,74,48,76,83,81,104
679,honedge,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/679.png,pokeball,steel/ghost,45,80,100,35,37,28
680,doublade,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/680.png,GreatBall,steel/ghost,59,110,150,45,49,35
681,aegislash,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/681.png,ultraball,steel/ghost,60,50,140,50,140,60
682,spritzee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/682.png,pokeball,fairy,78,52,60,63,65,23
683,aromatisse,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/683.png,ultraball,fairy,101,72,72,99,89,29
684,swirlix,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/684.png,pokeball,fairy,62,48,66,59,57,49
685,slurpuff,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/685.png,ultraball,fairy,82,80,86,85,75,72
686,inkay,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/686.png,pokeball,dark/psychic,53,54,53,37,46,45
687,malamar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/687.png,ultraball,dark/psychic,86,92,88,68,75,73
688,binacle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/688.png,pokeball,rock/water,42,52,67,39,56,50
689,barbaracle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/689.png,ultraball,rock/water,72,105,115,54,86,68
690,skrelp,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/690.png,pokeball,poison/water,50,60,60,60,60,30
691,dragalge,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/691.png,ultraball,poison/dragon,65,75,90,97,123,44
692,clauncher,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/692.png,pokeball,water,50,53,62,58,63,44
693,clawitzer,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/693.png,ultraball,water,71,73,88,120,89,59
694,helioptile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/694.png,pokeball,electric/normal,44,38,33,61,43,70
695,heliolisk,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/695.png,ultraball,electric/normal,62,55,52,109,94,109
696,tyrunt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/696.png,pokeball,rock/dragon,58,89,77,45,45,48
697,tyrantrum,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/697.png,ultraball,rock/dragon,82,121,119,69,59,71
698,amaura,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/698.png,pokeball,rock/ice,77,59,50,67,63,46
699,aurorus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/699.png,ultraball,rock/ice,123,77,72,99,92,58
700,sylveon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/700.png,ultraball,fairy,95,65,65,110,130,60
701,hawlucha,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/701.png,pokeball,fighting/flying,78,92,75,74,63,118
702,dedenne,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/702.png,pokeball,electric/fairy,67,58,57,81,67,101
703,carbink,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/703.png,pokeball,rock/fairy,50,50,150,50,150,50
704,goomy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/704.png,pokeball,dragon,45,50,35,55,75,40
705,sliggoo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/705.png,GreatBall,dragon,68,75,53,83,113,60
706,goodra,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/706.png,ultraball,dragon,90,100,70,110,150,80
707,klefki,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/707.png,pokeball,steel/fairy,57,80,91,80,87,75
708,phantump,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/708.png,pokeball,ghost/grass,43,70,48,50,60,38
709,trevenant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/709.png,ultraball,ghost/grass,85,110,76,65,82,56
710,pumpkaboo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/710.png,pokeball,ghost/grass,49,66,70,44,55,51
711,gourgeist,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/711.png,ultraball,ghost/grass,65,90,122,58,75,84
712,bergmite,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/712.png,pokeball,ice,55,69,85,32,35,28
713,avalugg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/713.png,ultraball,ice,95,117,184,44,46,28
714,noibat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/714.png,pokeball,flying/dragon,40,30,35,45,40,55
715,noivern,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/715.png,ultraball,flying/dragon,85,70,80,97,80,123
716,xerneas,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/716.png,masterball,fairy,126,131,95,131,98,99
717,yveltal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/717.png,masterball,dark/flying,126,131,95,131,98,99
718,zygarde,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/718.png,masterball,dragon/ground,108,100,121,81,95,95
719,diancie,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/719.png,masterball,rock/fairy,50,100,150,100,150,50
720,hoopa,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/720.png,masterball,psychic/ghost,80,110,60,150,130,70
721,volcanion,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/721.png,masterball,fire/water,80,110,120,130,90,70
722,rowlet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/722.png,pokeball,grass/flying,68,55,55,50,50,42
723,dartrix,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/723.png,GreatBall,grass/flying,78,75,75,70,70,52
724,decidueye,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/724.png,ultraball,grass/ghost,78,107,75,100,100,70
725,litten,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/725.png,pokeball,fire,45,65,40,60,40,70
726,torracat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/726.png,GreatBall,fire,65,85,50,80,50,90
727,incineroar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/727.png,ultraball,fire/dark,95,115,90,80,90,60
728,popplio,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/728.png,pokeball,water,50,54,54,66,56,40
729,brionne,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/729.png,GreatBall,water,60,69,69,91,81,50
730,primarina,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/730.png,ultraball,water/fairy,80,74,74,126,116,60
731,pikipek,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/731.png,pokeball,normal/flying,35,75,30,30,30,65
732,trumbeak,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/732.png,GreatBall,normal/flying,55,85,50,40,50,75
733,toucannon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/733.png,ultraball,normal/flying,80,120,75,75,75,60
734,yungoos,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/734.png,pokeball,normal,48,70,30,30,30,45
735,gumshoos,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/735.png,ultraball,normal,88,110,60,55,60,45
736,grubbin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/736.png,pokeball,bug,47,62,45,55,45,46
737,charjabug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/737.png,GreatBall,bug/electric,57,82,95,55,75,36
738,vikavolt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/738.png,ultraball,bug/electric,77,70,90,145,75,43
739,crabrawler,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/739.png,pokeball,fighting,47,82,57,42,47,63
740,crabominable,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/740.png,ultraball,fighting/ice,97,132,77,62,67,43
741,oricorio,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/741.png,pokeball,fire/flying,75,70,70,98,70,93
742,cutiefly,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/742.png,pokeball,bug/fairy,40,45,40,55,40,84
743,ribombee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/743.png,ultraball,bug/fairy,60,55,60,95,70,124
744,rockruff,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/744.png,pokeball,rock,45,65,40,30,40,60
745,lycanroc,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/745.png,ultraball,rock,75,115,65,55,65,112
746,wishiwashi,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/746.png,pokeball,water,45,20,20,25,25,40
747,mareanie,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/747.png,pokeball,poison/water,50,53,62,43,52,45
748,toxapex,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/748.png,ultraball,poison/water,50,63,152,53,142,35
749,mudbray,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/749.png,pokeball,ground,70,100,70,45,55,45
750,mudsdale,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/750.png,ultraball,ground,100,125,100,55,85,35
751,dewpider,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/751.png,pokeball,water/bug,38,40,52,40,72,27
752,araquanid,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/752.png,ultraball,water/bug,68,70,92,50,132,42
753,fomantis,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/753.png,pokeball,grass,40,55,35,50,35,35
754,lurantis,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/754.png,ultraball,grass,70,105,90,80,90,45
755,morelull,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/755.png,pokeball,grass/fairy,40,35,55,65,75,15
756,shiinotic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/756.png,ultraball,grass/fairy,60,45,80,90,100,30
757,salandit,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/757.png,pokeball,poison/fire,48,44,40,71,40,77
758,salazzle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/758.png,ultraball,poison/fire,68,64,60,111,60,117
759,stufful,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/759.png,pokeball,normal/fighting,70,75,50,45,50,50
760,bewear,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/760.png,ultraball,normal/fighting,120,125,80,55,60,60
761,bounsweet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/761.png,pokeball,grass,42,30,38,30,38,32
762,steenee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/762.png,GreatBall,grass,52,40,48,40,48,62
763,tsareena,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/763.png,ultraball,grass,72,120,98,50,98,72
764,comfey,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/764.png,pokeball,fairy,51,52,90,82,110,100
765,oranguru,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/765.png,pokeball,normal/psychic,90,60,80,90,110,60
766,passimian,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/766.png,pokeball,fighting,100,120,90,40,60,80
767,wimpod,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/767.png,pokeball,bug/water,25,35,40,20,30,80
768,golisopod,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/768.png,ultraball,bug/water,75,125,140,60,90,40
769,sandygast,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/769.png,pokeball,ghost/ground,55,55,80,70,45,15
770,palossand,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/770.png,ultraball,ghost/ground,85,75,110,100,75,35
771,pyukumuku,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/771.png,pokeball,water,55,60,130,30,130,5
772,type:null,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/772.png,pokeball,normal,95,95,95,95,95,59
773,silvally,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/773.png,masterball,normal,95,95,95,95,95,95
774,minior,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/774.png,pokeball,rock/flying,60,60,100,60,100,60
775,komala,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/775.png,pokeball,normal,65,115,65,75,95,65
776,turtonator,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/776.png,pokeball,fire/dragon,60,78,135,91,85,36
777,togedemaru,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/777.png,pokeball,electric/steel,65,98,63,40,73,96
778,mimikyu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/778.png,pokeball,ghost/fairy,55,90,80,50,105,96
779,bruxish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/779.png,pokeball,water/psychic,68,105,70,70,70,92
780,drampa,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/780.png,pokeball,normal/dragon,78,60,85,135,91,36
781,dhelmise,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/781.png,pokeball,ghost/grass,70,131,100,86,90,40
782,jangmo-o,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/782.png,pokeball,dragon,45,55,65,45,45,45
783,hakamo-o,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/783.png,GreatBall,dragon/fighting,55,75,90,65,70,65
784,kommo-o,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/784.png,ultraball,dragon/fighting,75,110,125,100,105,85
785,tapukoko,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/785.png,masterball,electric/fairy,70,115,85,95,75,130
786,tapulele,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/786.png,masterball,psychic/fairy,70,85,75,130,115,95
787,tapubulu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/787.png,masterball,grass/fairy,70,130,115,85,95,75
788,tapufini,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/788.png,masterball,water/fairy,70,75,115,95,130,85
789,cosmog,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/789.png,masterball,psychic,43,29,31,29,31,37
790,cosmoem,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/790.png,masterball,psychic,43,29,131,29,131,37
791,solgaleo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/791.png,masterball,psychic/steel,137,137,107,113,89,97
792,lunala,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/792.png,masterball,psychic/ghost,137,113,89,137,107,97
793,nihilego,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/793.png,beastball,rock/poison,109,53,47,127,131,103
794,buzzwole,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/794.png,beastball,bug/fighting,107,139,139,53,53,79
795,pheromosa,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/795.png,beastball,bug/fighting,71,137,37,137,37,151
796,xurkitree,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/796.png,beastball,electric,83,89,71,173,71,83
797,celesteela,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/797.png,beastball,steel/flying,97,101,103,107,101,61
798,kartana,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/798.png,beastball,grass/steel,59,181,131,59,31,109
799,guzzlord,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/799.png,beastball,dark/dragon,223,101,53,97,53,43
800,necrozma,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/800.png,masterball,psychic,97,107,101,127,89,79
801,magearna,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/801.png,masterball,steel/fairy,80,95,115,130,115,65
802,marshadow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/802.png,masterball,fighting/ghost,90,125,80,90,90,125
803,poipole,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/803.png,beastball,poison,67,73,67,73,67,73
804,naganadel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/804.png,beastball,poison/dragon,73,73,73,127,73,121
805,stakataka,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/805.png,beastball,rock/steel,61,131,211,53,101,13
806,blacephalon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/806.png,beastball,fire/ghost,53,127,53,151,79,107
807,zeraora,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/807.png,masterball,electric,88,112,75,102,80,143
808,meltan,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/808.png,masterball,steel,46,65,65,55,35,34
809,melmetal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/809.png,masterball,steel,135,143,143,80,65,34
810,grookey,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/810.png,pokeball,grass,50,65,50,40,40,65
811,thwackey,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/811.png,GreatBall,grass,70,85,70,55,60,80
812,rillaboom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/812.png,ultraball,grass,100,125,90,60,70,85
813,scorbunny,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/813.png,pokeball,fire,50,71,40,40,40,69
814,raboot,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/814.png,GreatBall,fire,65,86,60,55,60,94
815,cinderace,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/815.png,ultraball,fire,80,116,75,65,75,119
